"Date","Daily weather in 20 US cities"
"2015-04-01",12.8
"2015-04-02",11.7
"2015-04-03",12.8
"2015-04-04",14.4
"2015-04-05",12.2
"2015-04-06",12.2
"2015-04-07",10.0
"2015-04-08",8.9
"2015-04-09",11.1
"2015-04-10",10.6
"2015-04-11",11.7
"2015-04-12",12.2
"2015-04-13",13.9
"2015-04-14",13.3
"2015-04-15",13.3
"2015-04-16",13.3
"2015-04-17",13.3
"2015-04-18",12.8
"2015-04-19",13.3
"2015-04-20",13.3
"2015-04-21",13.9
"2015-04-22",12.2
"2015-04-23",13.3
"2015-04-24",13.9
"2015-04-25",13.3
"2015-04-26",10.6
"2015-04-27",12.8
"2015-04-28",13.3
"2015-04-29",15.0
"2015-04-30",15.0
"2015-05-01",12.8
"2015-05-02",13.9
"2015-05-03",13.3
"2015-05-04",13.3
"2015-05-05",13.9
"2015-05-06",13.3
"2015-05-07",12.2
"2015-05-08",9.4
"2015-05-09",12.8
"2015-05-10",12.2
"2015-05-11",13.9
"2015-05-12",13.9
"2015-05-13",12.8
"2015-05-14",12.2
"2015-05-15",12.2
"2015-05-16",11.1
"2015-05-17",13.9
"2015-05-18",14.4
"2015-05-19",12.2
"2015-05-20",13.9
"2015-05-21",13.9
"2015-05-22",13.9
"2015-05-23",13.9
"2015-05-24",14.4
"2015-05-25",13.9
"2015-05-26",14.4
"2015-05-27",14.4
"2015-05-28",13.9
"2015-05-29",13.3
"2015-05-30",13.3
"2015-05-31",13.3
"2015-06-01",13.9
"2015-06-02",15.0
"2015-06-03",15.0
"2015-06-04",15.0
"2015-06-05",15.0
"2015-06-06",15.0
"2015-06-07",15.0
"2015-06-08",15.0
"2015-06-09",15.6
"2015-06-10",15.6
"2015-06-11",15.6
"2015-06-12",16.1
"2015-06-13",16.7
"2015-06-14",16.1
"2015-06-15",16.1
"2015-06-16",16.1
"2015-06-17",16.1
"2015-06-18",16.1
"2015-06-19",15.0
"2015-06-20",16.1
"2015-06-21",17.2
"2015-06-22",17.2
"2015-06-23",17.8
"2015-06-24",17.2
"2015-06-25",16.1
"2015-06-26",15.6
"2015-06-27",16.7
"2015-06-28",18.9
"2015-06-29",19.4
"2015-06-30",18.3
"2015-07-01",18.9
"2015-07-02",17.2
"2015-07-03",16.7
"2015-07-04",16.7
"2015-07-05",17.2
"2015-07-06",17.2
"2015-07-07",17.8
"2015-07-08",18.3
"2015-07-09",17.2
"2015-07-10",16.7
"2015-07-11",16.7
"2015-07-12",17.8
"2015-07-13",18.3
"2015-07-14",17.8
"2015-07-15",17.8
"2015-07-16",17.8
"2015-07-17",17.8
"2015-07-18",17.8
"2015-07-19",22.2
"2015-07-20",17.2
"2015-07-21",20.0
"2015-07-22",19.4
"2015-07-23",20.0
"2015-07-24",19.4
"2015-07-25",20.0
"2015-07-26",19.4
"2015-07-27",19.4
"2015-07-28",18.9
"2015-07-29",18.3
"2015-07-30",19.4
"2015-07-31",19.4
"2015-08-01",19.4
"2015-08-02",20.0
"2015-08-03",19.4
"2015-08-04",18.9
"2015-08-05",18.9
"2015-08-06",19.4
"2015-08-07",18.9
"2015-08-08",18.3
"2015-08-09",17.8
"2015-08-10",18.3
"2015-08-11",17.8
"2015-08-12",17.8
"2015-08-13",20.0
"2015-08-14",20.6
"2015-08-15",20.6
"2015-08-16",20.0
"2015-08-17",20.0
"2015-08-18",19.4
"2015-08-19",18.9
"2015-08-20",19.4
"2015-08-21",19.4
"2015-08-22",19.4
"2015-08-23",18.9
"2015-08-24",17.8
"2015-08-25",20.0
"2015-08-26",20.6
"2015-08-27",21.7
"2015-08-28",22.2
"2015-08-29",21.1
"2015-08-30",21.1
"2015-08-31",20.0
"2015-09-01",20.0
"2015-09-02",19.4
"2015-09-03",19.4
"2015-09-04",19.4
"2015-09-05",17.8
"2015-09-06",18.3
"2015-09-07",20.6
"2015-09-08",21.7
"2015-09-09",23.9
"2015-09-10",23.9
"2015-09-11",23.3
"2015-09-12",23.9
"2015-09-13",21.7
"2015-09-14",21.1
"2015-09-15",20.0
"2015-09-16",19.4
"2015-09-17",18.3
"2015-09-18",18.3
"2015-09-19",20.0
"2015-09-20",22.2
"2015-09-21",21.7
"2015-09-22",21.1
"2015-09-23",20.6
"2015-09-24",20.6
"2015-09-25",21.1
"2015-09-26",21.1
"2015-09-27",20.0
"2015-09-28",20.0
"2015-09-29",18.3
"2015-09-30",19.4
"2015-10-01",19.4
"2015-10-02",18.9
"2015-10-03",18.3
"2015-10-04",17.2
"2015-10-05",16.7
"2015-10-06",17.2
"2015-10-07",17.8
"2015-10-08",19.4

Daily weather in 20 US cities

